,Country Name,Country Code,Indicator Name,Indicator Code,year,hosp_per_1000
9223,Upper middle income,UMC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,3.69133710884192
9224,Uruguay,URY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9225,United States,USA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,4.3000001907
9226,Uzbekistan,UZB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,8.663299560499999
9227,St. Vincent and the Grenadines,VCT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9228,"Venezuela, RB",VEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9229,British Virgin Islands,VGB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9230,Virgin Islands (U.S.),VIR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9231,Vietnam,VNM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9232,Vanuatu,VUT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9233,World,WLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9234,Samoa,WSM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9235,Kosovo,XKX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9236,"Yemen, Rep.",YEM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9237,South Africa,ZAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9238,Zambia,ZMB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9239,Zimbabwe,ZWE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1994,
9240,Aruba,ABW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9241,Afghanistan,AFG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9242,Angola,AGO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9243,Albania,ALB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,3.1900000572
9244,Andorra,AND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9245,Arab World,ARB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9246,United Arab Emirates,ARE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9247,Argentina,ARG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9248,Armenia,ARM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,7.6399998665
9249,American Samoa,ASM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9250,Antigua and Barbuda,ATG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9251,Australia,AUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,8.6999998093
9252,Austria,AUT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,9.3999996185
9253,Azerbaijan,AZE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,10.0200004578
9254,Burundi,BDI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9255,Belgium,BEL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9256,Benin,BEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9257,Burkina Faso,BFA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,1.2999999523
9258,Bangladesh,BGD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9259,Bulgaria,BGR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,10.369999885599999
9260,Bahrain,BHR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9261,"Bahamas, The",BHS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,3.6
9262,Bosnia and Herzegovina,BIH,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9263,Belarus,BLR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,12.380000114400001
9264,Belize,BLZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,2.5
9265,Bermuda,BMU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9266,Bolivia,BOL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9267,Brazil,BRA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9268,Barbados,BRB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,7.4
9269,Brunei Darussalam,BRN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9270,Bhutan,BTN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9271,Botswana,BWA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9272,Central African Republic,CAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9273,Canada,CAN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,5.0
9274,Central Europe and the Baltics,CEB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,7.23868869955943
9275,Switzerland,CHE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9276,Channel Islands,CHI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9277,Chile,CHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9278,China,CHN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,2.6099998951
9279,Cote d'Ivoire,CIV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9280,Cameroon,CMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9281,"Congo, Dem. Rep.",COD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9282,"Congo, Rep.",COG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9283,Colombia,COL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9284,Comoros,COM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9285,Cabo Verde,CPV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9286,Costa Rica,CRI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,1.7799999714
9287,Caribbean small states,CSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,3.09151576259095
9288,Cuba,CUB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9289,Curacao,CUW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9290,Cayman Islands,CYM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9291,Cyprus,CYP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9292,Czech Republic,CZE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9293,Germany,DEU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,9.6999998093
9294,Djibouti,DJI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9295,Dominica,DMA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,3.6
9296,Denmark,DNK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,4.9000000954
9297,Dominican Republic,DOM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9298,Algeria,DZA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9299,East Asia & Pacific (excluding high income),EAP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,2.57205458171574
9300,Early-demographic dividend,EAR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9301,East Asia & Pacific,EAS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,3.8012461688585697
9302,Europe & Central Asia (excluding high income),ECA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,9.578094416058839
9303,Europe & Central Asia,ECS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,8.13339124669665
9304,Ecuador,ECU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9305,"Egypt, Arab Rep.",EGY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9306,Euro area,EMU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,7.5170944921046114
9307,Eritrea,ERI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9308,Spain,ESP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,4.3000001907
9309,Estonia,EST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,8.3500003815
9310,Ethiopia,ETH,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9311,European Union,EUU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,6.99160421972647
9312,Fragile and conflict affected situations,FCS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9313,Finland,FIN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,9.3000001907
9314,Fiji,FJI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9315,France,FRA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,8.8999996185
9316,Faroe Islands,FRO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9317,"Micronesia, Fed. Sts.",FSM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9318,Gabon,GAB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9319,United Kingdom,GBR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,4.8000001907
9320,Georgia,GEO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,7.6599998474
9321,Ghana,GHA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9322,Gibraltar,GIB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9323,Guinea,GIN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9324,"Gambia, The",GMB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9325,Guinea-Bissau,GNB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9326,Equatorial Guinea,GNQ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9327,Greece,GRC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,4.9000000954
9328,Grenada,GRD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,5.5
9329,Greenland,GRL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9330,Guatemala,GTM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9331,Guam,GUM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9332,Guyana,GUY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,3.1
9333,High income,HIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,7.070741167311339
9334,"Hong Kong SAR, China",HKG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9335,Honduras,HND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9336,Heavily indebted poor countries (HIPC),HPC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9337,Croatia,HRV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,5.75
9338,Haiti,HTI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9339,Hungary,HUN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,8.8000001907
9340,IBRD only,IBD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9341,IDA & IBRD total,IBT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9342,IDA total,IDA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9343,IDA blend,IDB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9344,Indonesia,IDN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9345,IDA only,IDX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9346,Isle of Man,IMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9347,India,IND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9348,Not classified,INX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9349,Ireland,IRL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,5.1999998093
9350,"Iran, Islamic Rep.",IRN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9351,Iraq,IRQ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9352,Iceland,ISL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,14.600000381500001
9353,Israel,ISR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,5.9800000190999985
9354,Italy,ITA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,6.3000001907000005
9355,Jamaica,JAM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,2.1
9356,Jordan,JOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9357,Japan,JPN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,15.399999618499999
9358,Kazakhstan,KAZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,11.649999618499999
9359,Kenya,KEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9360,Kyrgyz Republic,KGZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,8.6400003433
9361,Cambodia,KHM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9362,Kiribati,KIR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9363,St. Kitts and Nevis,KNA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,6.4
9364,"Korea, Rep.",KOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,4.4000000954
9365,Kuwait,KWT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9366,Latin America & Caribbean (excluding high income),LAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9367,Lao PDR,LAO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9368,Lebanon,LBN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9369,Liberia,LBR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9370,Libya,LBY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9371,St. Lucia,LCA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,3.3
9372,Latin America & Caribbean,LCN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9373,Least developed countries: UN classification,LDC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9374,Low income,LIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9375,Liechtenstein,LIE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9376,Sri Lanka,LKA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9377,Lower middle income,LMC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9378,Low & middle income,LMY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9379,Lesotho,LSO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9380,Late-demographic dividend,LTE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,3.83192442784307
9381,Lithuania,LTU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,11.0900001526
9382,Luxembourg,LUX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,7.099999904600001
9383,Latvia,LVA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,11.1899995804
9384,"Macao SAR, China",MAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9385,St. Martin (French part),MAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9386,Morocco,MAR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9387,Monaco,MCO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,19.5699996948
9388,Moldova,MDA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,12.210000038099999
9389,Madagascar,MDG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9390,Maldives,MDV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9391,Middle East & North Africa,MEA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9392,Mexico,MEX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,1.2000000477
9393,Marshall Islands,MHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9394,Middle income,MIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9395,North Macedonia,MKD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,5.4099998474
9396,Mali,MLI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9397,Malta,MLT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,5.429999828300001
9398,Myanmar,MMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9399,Middle East & North Africa (excluding high income),MNA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9400,Montenegro,MNE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9401,Mongolia,MNG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9402,Northern Mariana Islands,MNP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9403,Mozambique,MOZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9404,Mauritania,MRT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9405,Mauritius,MUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9406,Malawi,MWI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9407,Malaysia,MYS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,2.0299999714
9408,North America,NAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,4.1892212827297515
9409,Namibia,NAM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9410,New Caledonia,NCL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9411,Niger,NER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,0.1199999973
9412,Nigeria,NGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9413,Nicaragua,NIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9414,Netherlands,NLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,5.3000001907
9415,Norway,NOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,4.0
9416,Nepal,NPL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,0.1700000018
9417,Nauru,NRU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9418,New Zealand,NZL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,6.1999998093
9419,OECD members,OED,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,6.3283313970569015
9420,Oman,OMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9421,Other small states,OSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9422,Pakistan,PAK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9423,Panama,PAN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9424,Peru,PER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9425,Philippines,PHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9426,Palau,PLW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9427,Papua New Guinea,PNG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9428,Poland,POL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,5.5
9429,Pre-demographic dividend,PRE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9430,Puerto Rico,PRI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9431,"Korea, Dem. People’s Rep.",PRK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9432,Portugal,PRT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,3.9000000954
9433,Paraguay,PRY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9434,West Bank and Gaza,PSE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9435,Pacific island small states,PSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9436,Post-demographic dividend,PST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,7.4887619488941395
9437,French Polynesia,PYF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9438,Qatar,QAT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9439,Romania,ROU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,7.6399998665
9440,Russian Federation,RUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,11.869999885599999
9441,Rwanda,RWA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9442,South Asia,SAS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9443,Saudi Arabia,SAU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9444,Sudan,SDN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9445,Senegal,SEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9446,Singapore,SGP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9447,Solomon Islands,SLB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9448,Sierra Leone,SLE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9449,El Salvador,SLV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9450,San Marino,SMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9451,Somalia,SOM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9452,Serbia,SRB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9453,Sub-Saharan Africa (excluding high income),SSA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9454,South Sudan,SSD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9455,Sub-Saharan Africa,SSF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9456,Small states,SST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9457,Sao Tome and Principe,STP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9458,Suriname,SUR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,3.1
9459,Slovak Republic,SVK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9460,Slovenia,SVN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,5.75
9461,Sweden,SWE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,4.9000000954
9462,Eswatini,SWZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9463,Sint Maarten (Dutch part),SXM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9464,Seychelles,SYC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9465,Syrian Arab Republic,SYR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9466,Turks and Caicos Islands,TCA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9467,Chad,TCD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9468,East Asia & Pacific (IDA & IBRD countries),TEA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,2.57205458171574
9469,Europe & Central Asia (IDA & IBRD countries),TEC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,9.16164760374964
9470,Togo,TGO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9471,Thailand,THA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,1.9900000095
9472,Tajikistan,TJK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,8.1999998093
9473,Turkmenistan,TKM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,10.2600002289
9474,Latin America & the Caribbean (IDA & IBRD countries),TLA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9475,Timor-Leste,TLS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9476,Middle East & North Africa (IDA & IBRD countries),TMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9477,Tonga,TON,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9478,South Asia (IDA & IBRD),TSA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9479,Sub-Saharan Africa (IDA & IBRD countries),TSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9480,Trinidad and Tobago,TTO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,3.8
9481,Tunisia,TUN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9482,Turkey,TUR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,2.5
9483,Tuvalu,TUV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9484,Tanzania,TZA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9485,Uganda,UGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9486,Ukraine,UKR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,11.890000343299999
9487,Upper middle income,UMC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,3.65260356069086
9488,Uruguay,URY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,
9489,United States,USA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,4.0999999046
9490,Uzbekistan,UZB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1995,8.3000001907
